id1,id2,title1,title2,jaccard_similarity
0706.1215,0707.3756,Depth three towers and Jacobson-Bourbaki correspondence,Finite depth and Jacobson-Bourbaki correspondence,0.9523809523809523
0708.1946,0709.3538,"Vector and Axial Nucleon Form Factors:A Duality Constrained
  Parameterization","Extraction of the Axial Nucleon Form Factor from Neutrino Experiments on
  Deuterium",0.9473684210526315
0707.0356,0707.0359,No Higgs at the LHC ?! A case for the ILC,SM scalar and extra singlet(s),0.9473684210526315
0707.4123,0709.1584,Systematic errors of bound-state parameters obtained with SVZ sum rules,"Can one control systematic errors of QCD sum rule predictions for bound
  states?",0.9464285714285714
0707.1543,0707.1917,A New Experiment to Study Hyperon CP Violation and the Charmonium System,"A New Experiment to Study Hyperon CP Violation, Charmonium, and Charm",0.9411764705882353
0707.4407,0708.2069,"Relativistic nature of a magnetoelectric modulus of Cr_2O_3-crystals: a
  new 4-dimensional pseudoscalar and its measurement","Relativistic analysis of magnetoelectric crystals: extracting a new
  4-dimensional P odd and T odd pseudoscalar from Cr_2 O_3 data",0.9411764705882353
0709.4257,0710.1825,"Thermodynamical Analogy Between BTZ Black Holes and Effective String
  Theory",Thermodynamics of Charged BTZ Black Holes and Effective String Theory,0.9354838709677419
0705.1394,0708.3613,The Orthoglide: Kinematics and Workspace Analysis,"Kinematics and Workspace Analysis of a Three-Axis Parallel Manipulator:
  the Orthoglide",0.9318181818181818
0704.3878,0705.1788,"A Game-Theoretic Approach to Energy-Efficient Modulation in CDMA
  Networks with Delay Constraints","A Game-Theoretic Approach to Energy-Efficient Modulation in CDMA
  Networks with Delay QoS Constraints",0.9315068493150684
0709.0587,0710.0380,What can we learn from fluctuations of particle ratios?,Fluctuations of particle ratios as a freeze-out probe,0.9285714285714286
0705.2464,0707.3847,Scaling Relations of Compressible MHD Turbulence,Aspects of Density Fluctuations in Compressible MHD Turbulence,0.9270833333333334
0709.0712,0709.0715,Invariant theory of abelian transvection groups,On Chevalley-Shephard-Todd's theorem in positive characteristic,0.925
0704.3886,0708.2303,A Note on Ontology and Ordinary Language,Compositional Semantics Grounded in Commonsense Metaphysics,0.9230769230769231
0708.2934,0709.2807,"Observation of Galactic Sources of Very High Energy Gamma-Rays with the
  MAGIC Telescope",Observations of VHE gamma-Ray Sources with the MAGIC Telescope,0.9210526315789473
0709.1608,0709.4221,First results on e^+e^- -> 3 jets at NNLO,"NNLO QCD corrections to event shape variables in electron positron
  annihilation",0.918918918918919
0710.1372,0710.2459,"The average kinetic energy density of Cooper pairs above T_c in
  YBa_2Cu_3O_{7-x}}, Bi_2Sr_2CaCu_2O_{8+\\delta}, and Nb}","The average kinetic energy density of Cooper pairs above $T_c$ in ${\\rm
  YBa_2Cu_3O_{7-x}}$, ${\\rm Bi_2Sr_2CaCu_2O_{8+\\delta}}$, and ${\\rm Nb}$",0.9166666666666666
0704.1072,0710.0196,"A Faddeev Calculation for Pentaquark $\\Theta^+$ in Diquark Picture with
  Nambu-Jona-Lasinio Type Interaction","Faddeev calculation of pentaquark $\\Theta^+$ in the Nambu-Jona-Lasinio
  model-based diquark picture",0.9148936170212766
0707.3533,0709.0722,"Exact Extended Supersymmetry on a Lattice: Twisted N=4 Super Yang-Mills
  in Three Dimensions",Lattice Formulation of the N=4 D=3 Twisted Super Yang-Mills,0.9130434782608695
0707.2229,0707.3673,"The Computation of All 4R Serial Spherical Wrists With an Isotropic
  Architecture","The Computation of All 4R Serial Spherical Wrists With an Isotropic
  Architecture",0.9125
0709.0148,0709.1313,Entanglement of Accelerating Particles,"Entanglement of Uniformly Accelerating Schrodinger, Dirac, and Scalar
  Particles",0.9111111111111111
0705.2391,0705.3006,Torsion units in integral group ring of Higman-Sims simple group,Integral group ring of Rudvalis simple group,0.9090909090909091
0705.0714,0710.2118,CKM and Tri-bimaximal MNS Matrices in a SU(5) x (d)T Model,Tri-bimaximal Neutrino Mixing and CKM Matrix in a SU(5)x(d)T Model,0.9047619047619048
0707.3524,0708.2348,"Voids in the Local Volume: a limit on appearance of a galaxy in a DM
  halo",Properties of voids in the Local Volume,0.8928571428571429
0709.4574,0710.0329,"Light quark masses and pseudoscalar decay constants from Nf=2 Lattice
  QCD with twisted mass fermions","Light quark masses and pseudoscalar decay constants from Nf=2 twisted
  mass QCD",0.8840579710144928
0707.2404,0707.2816,"Regularity of Solutions to Second-Order Integral Functionals in
  Variational Calculus","Regularity of solutions to higher-order integrals of the calculus of
  variations",0.8787878787878788
0705.1992,0705.3002,Integral group ring of the Mathieu simple group M24,Integral group ring of the McLaughlin simple group,0.875
0706.2247,0710.0911,A refinement of Khovanov-Rozansky link homology,Discrete sets with minimal moment of inertia,0.875
0706.3431,0707.1382,Motion of Hexagonal Pencil on an Inclined Plane,Thermal Phase in Bubbling Geometries,0.875
0707.4642,0709.4589,"Subnanosecond Ellipticity Detector for Laser Radiation (second version,
  extended)","All-electric detectors of the polarization state of terahertz laser
  radiation (extended version)",0.8536585365853658
0704.3679,0708.0118,Holographic Chaplygin gas model,Interacting holographic generalized Chaplygin gas model,0.85
0707.0544,0707.0549,"A catalogue of low-mass X-ray binaries in the Galaxy, LMC, and SMC
  (Fourth edition)",Catalogue of high-mass X-ray binaries in the Galaxy ($4^{th}$ edition),0.8450704225352113
0708.1496,0708.1512,A Light-Based Device for Solving the Hamiltonian Path Problem,Solving the Hamiltonian path problem with a light-based computer,0.8444444444444444
0709.1917,0709.3866,Seeking a solution of the Pioneer Anomaly,Search for a Solution of the Pioneer Anomaly,0.8421052631578947
0708.4214,0709.0124,"High Rate Single-Symbol Decodable Precoded DSTBCs for Cooperative
  Networks","High Rate Single-Symbol ML Decodable Precoded DSTBCs for Cooperative
  Networks",0.8390804597701149
0705.2212,0709.0822,Low-dimensional Supersymmetric Lattice Models,Supersymmetric lattice models in one and two dimensions,0.8375
0706.1692,0706.3009,"A Methodology for Efficient Space-Time Adapter Design Space Exploration:
  A Case Study of an Ultra Wide Band Interleaver","Application of a design space exploration tool to enhance interleaver
  generation",0.8375
0706.2732,0706.3009,A Design Methodology for Space-Time Adapter,"Application of a design space exploration tool to enhance interleaver
  generation",0.8375
0705.3856,0708.2742,Gamma-ray albedo of the moon,The Gamma-ray Albedo of the Moon,0.8367346938775511
0709.1157,0710.2087,Impact of slepton generation mixing on the search for sneutrinos,"Impact of slepton generation mixing on the search for sneutrinos -
  Lepton flavour violation in sneutrino production and decays in the general
  MSSM",0.8363636363636363
0708.2802,0709.0110,"Plasma induced neutrino spin-flip in a supernova and new bounds on the
  neutrino magnetic moment","New bounds on the neutrino magnetic moment from the plasma induced
  neutrino chirality flip in a supernova",0.8333333333333334
0708.1827,0708.1946,"Modeling Atmospheric Neutrino Interactions: Duality Constrained
  Parameterization of Vector and Axial Nucleon Form Factors","Vector and Axial Nucleon Form Factors:A Duality Constrained
  Parameterization",0.8305084745762712
0706.1672,0707.2572,"Resonant phenomena in extended chaotic systems subject to external
  noise: the Lorenz'96 model case",Noise effects in extended chaotic system: study on the Lorenz'96 model,0.8305084745762712
0704.0772,0704.0783,Stability of a colocated finite volume scheme for the incompressible Navier-Stokes equations,Stability of a finite volume scheme for the incompressible fluids,0.8297872340425532
0708.0098,0708.0135,"Discussion of ``2004 IMS Medallion Lecture: Local Rademacher
  complexities and oracle inequalities in risk minimization'' by V.
  Koltchinskii","Rejoinder: 2004 IMS Medallion Lecture: Local Rademacher complexities and
  oracle inequalities in risk minimization",0.8235294117647058
0708.0124,0708.0135,"Discussion of ``2004 IMS Medallion Lecture: Local Rademacher
  complexities and oracle inequalities in risk minimization'' by V.
  Koltchinskii","Rejoinder: 2004 IMS Medallion Lecture: Local Rademacher complexities and
  oracle inequalities in risk minimization",0.8235294117647058
0708.0121,0708.0135,"Discussion of ``2004 IMS Medallion Lecture: Local Rademacher
  complexities and oracle inequalities in risk minimization'' by V.
  Koltchinskii","Rejoinder: 2004 IMS Medallion Lecture: Local Rademacher complexities and
  oracle inequalities in risk minimization",0.8235294117647058
0708.0132,0708.0135,"Discussion of ``2004 IMS Medallion Lecture: Local Rademacher
  complexities and oracle inequalities in risk minimization'' by V.
  Koltchinskii","Rejoinder: 2004 IMS Medallion Lecture: Local Rademacher complexities and
  oracle inequalities in risk minimization",0.8235294117647058
0708.0089,0708.0135,"Discussion of \"2004 IMS Medallion Lecture: Local Rademacher complexities
  and oracle inequalities in risk minimization\" by V. Koltchinskii","Rejoinder: 2004 IMS Medallion Lecture: Local Rademacher complexities and
  oracle inequalities in risk minimization",0.8235294117647058
0708.0094,0708.0135,"Discussion of ``2004 IMS Medallion Lecture: Local Rademacher
  complexities and oracle inequalities in risk minimization'' by V.
  Koltchinskii","Rejoinder: 2004 IMS Medallion Lecture: Local Rademacher complexities and
  oracle inequalities in risk minimization",0.8235294117647058
0708.3428,0708.4127,"A new renormalization approach to the Dirichlet Casimir effect for
  \\phi^4 theory in (1+1) dimensions","The Dirichlet Casimir effect for $\\phi^4$ theory in (3+1) dimensions: A
  new renormalization approach",0.8192771084337349
0705.0144,0706.2977,Formality of function spaces,Rational formality of function spaces,0.8181818181818182
0708.0338,0708.0339,"Comment: Monitoring Networked Applications With Incremental Quantile
  Estimation","Rejoinder: Monitoring Networked Applications With Incremental Quantile
  Estimation",0.8181818181818182
0708.0317,0708.0339,"Comment: Monitoring Networked Applications With Incremental Quantile
  Estimation","Rejoinder: Monitoring Networked Applications With Incremental Quantile
  Estimation",0.8181818181818182
0708.3106,0710.2942,Rapidity gap survival in the black-disk regime,Rapidity gap survival in the black-disk regime,0.8113207547169812
0708.1827,0709.3538,"Modeling Atmospheric Neutrino Interactions: Duality Constrained
  Parameterization of Vector and Axial Nucleon Form Factors","Extraction of the Axial Nucleon Form Factor from Neutrino Experiments on
  Deuterium",0.8103448275862069
0705.1766,0705.1767,Recursive Parameter Estimation: Convergence,Rate of Convergence in Recursive Parameter Estimation procedures,0.8095238095238095
0704.1977,0704.2113,The Jumping Phenomenon of Hodge Numbers,"The Jumping Phenomenon of the Dimensions of Cohomology Groups of Tangent
  Sheaf",0.8076923076923077
0704.2321,0704.2334,No multi-graviton theories in the presence of a Dirac field,"No interactions for a collection of spin-two fields intermediated by a
  massive Rarita-Schwinger field",0.8070175438596491
0704.2559,0704.2683,Is there a relativistic nonlinear generalization of quantum mechanics?,"A relativistic gauge theory of nonlinear quantum mechanics and Newtonian
  gravity",0.8064516129032258
0705.2275,0707.0899,S_4 Flavor Symmetry Embedded into SU(3) and Lepton Masses and Mixing,Broken SU(3) Flavor Symmetry and Tribimaximal Neutrino Mixing,0.8043478260869565
0705.4556,0708.0669,Quantization of symplectic vector spaces over finite fields,Notes on quantization of symplectic vector spaces over finite fields,0.8043478260869565
0708.3777,0708.3781,Comment: Fisher Lecture: Dimension Reduction in Regression,Rejoinder: Fisher Lecture: Dimension Reduction in Regression,0.8
0708.3426,0710.1178,Sally modules of rank one,The structure of Sally modules of rank one,0.8
0708.4121,0709.0060,"Estimates for parameters and characteristics of the confining
  SU(3)-gluonic field in \\pi^0-meson from one- and two-photon decays","Estimates for parameters and characteristics of the confining
  SU(3)-gluonic field in $\\eta$-meson from two-photon decay",0.8
0708.0288,0708.0293,Comment: Expert Elicitation for Reliable System Design,Rejoinder: Expert Elicitation for Reliable System Design,0.8
0708.0287,0708.0293,Comment: Expert Elicitation for Reliable System Design,Rejoinder: Expert Elicitation for Reliable System Design,0.8
0704.2958,0707.0382,"Why are accreting T Tauri stars observed to be less luminous in X-rays
  than non-accretors?","Why are accreting T Tauri stars less luminous in X-rays than
  non-accretors?",0.8
0708.3776,0708.3781,Comment: Fisher Lecture: Dimension Reduction in Regression,Rejoinder: Fisher Lecture: Dimension Reduction in Regression,0.8
0708.0285,0708.0293,Comment: Expert Elicitation for Reliable System Design,Rejoinder: Expert Elicitation for Reliable System Design,0.8
0704.2467,0704.2476,"Coupled Painlev\\'e III systems with affine Weyl group symmetry of types
  $B_5^{(1)},D_5^{(1)}$ and $D_6^{(2)}$","Coupled Painlev\\'e III systems with affine Weyl group symmetry of types
  $B_4^{(1)}$, $D_4^{(1)}$ and $D_5^{(2)}$",0.8
0708.3779,0708.3781,Comment: Fisher Lecture: Dimension Reduction in Regression,Rejoinder: Fisher Lecture: Dimension Reduction in Regression,0.8
0706.2391,0710.2506,"From Random Processes to Generalized Fields: A Unified Approach to
  Stochastic Integration",Stochastic Integrals and Evolution Equations with Gaussian Random Fields,0.8
0705.2134,0705.2204,"Primordial Neutrinos, Cosmological Perturbations in Interacting
  Dark-Energy Model: CMB and LSS","Probing for Dynamics of Dark-Energy in Mass Varying Neutrinos: Cosmic
  Microwave Background Radiation and Large Scale Structure",0.7966101694915254
0710.0162,0710.2340,On ground fields of arithmetic hyperbolic reflection groups. II,On ground fields of arithmetic hyperbolic reflection groups. III,0.7954545454545454
0706.3549,0710.0653,On the existence of the critical point in finite density lattice QCD,"Study of the critical point in lattice QCD at high temperature and
  density",0.7924528301886793
0704.3679,0705.3517,Holographic Chaplygin gas model,Holographic tachyon model of dark energy,0.7894736842105263
0708.1488,0710.1851,"Charmonium and open charm production in nuclear collisions at SPS/FAIR
  energies and the possible influence of a hot hadronic medium","Statistical hadronization of charm quarks in ultra-relativistic
  nucleus-nucleus collisions",0.7868852459016393
0706.0791,0707.1231,"A volume inequality for quantum Fisher information and the uncertainty
  principle",A Robertson-type Uncertainty Principle and Quantum Fisher Information,0.7843137254901961
0707.1398,0707.1414,"Experimental studies of liquid-liquid dispersion in a turbulent shear
  flow","Experimental studies of turbulent Taylor-Couette flows: single phase and
  liquid-liquid dispersions",0.7796610169491526
0707.4096,0708.3031,"Concavity for nuclear binding energies, thermodynamical functions and
  density functionals","Bounds to binding energies from the concavity of thermodynamical
  functions",0.7764705882352941
0705.1282,0708.3381,"Design of a Three-Axis Isotropic Parallel Manipulator for Machining
  Applications: The Orthoglide","Architecture Optimization of a 3-DOF Translational Parallel Mechanism
  for Machining Applications, the Orthoglide",0.7755102040816326
0705.4157,0705.4161,"Riesz bases of root vectors of indefinite Sturm-Liouville problems with
  eigenparameter dependent boundary conditions. II","Riesz Bases of Root Vectors of Indefinite Sturm-Liouville problems with
  eigenparameter dependent boundary conditions, I",0.7741935483870968
0704.3312,0709.0682,"Artificial Tongue-Placed Tactile Biofeedback for perceptual
  supplementation: application to human disability and biomedical engineering","Pressure sensor-based tongue-placed electrotactile biofeedback for
  balance improvement - Biomedical application to prevent pressure sores
  formation and falls",0.7692307692307693
0706.3135,0709.0397,"Excited $(70,L^+)$ baryon resonances in the relativistic quark model","Charmed ${\\bf (70,1^-)}$ baryon multiplet",0.7692307692307693
0708.2857,0709.3398,"Spatial image of reaction area from scattering I: SO_mu(2.1) algebra
  formalism","Spatial image of reaction area from scattering.II: On connection between
  the differential cross-sections in transverse momentum and in nearest
  approach parameter",0.7647058823529411
0705.3721,0706.4110,A General Search for New Phenomena in e-p Scattering at HERA,A General Search for New Phenomena at HERA,0.7647058823529411
0705.3720,0706.0296,Analysis of the vertices $DDV$ and $D^*DV$ with light-cone QCD sum rules,"Analysis of the vertices D^*D^* P, D^*D V and DDV with light-cone QCD
  sum rules",0.7619047619047619
0705.1400,0707.2842,A Workspace based Classification of 3R Orthogonal Manipulators,"A Classification of 3R Orthogonal Manipulators by the Topology of their
  Workspace",0.7560975609756098
0704.1740,0706.3297,Charged current deep-inelastic scattering at three loops,Higher Mellin moments for charged current DIS,0.75
0705.1036,0707.3534,Strategies for the Design of a Slide-o-Cam Transmission,The Kinetostatic Optimization of a Novel Prismatic Drive,0.7471264367816092
0707.1306,0707.1548,S\'election simultan\'ee d'index et de vues mat\'erialis\'ees,"Data Mining-based Materialized View and Index Selection in Data
  Warehouses",0.746268656716418
0706.0986,0709.1786,Inflaton Decay in Supergravity,Inflaton Decay in Supergravity and Gravitino Problem,0.7450980392156863
0706.2809,0708.3573,"On the Outage Capacity of a Practical Decoder Using Channel Estimation
  Accuracy","On the Outage Capacity of a Practical Decoder Accounting for Channel
  Estimation Inaccuracies",0.7425742574257426
0707.0412,0707.0914,"Solution of non-singlet DGLAP evolution equation in leading order and
  next-to-leading order at small-x by method of characteristics","Method of characteristics and solution of DGLAP evolution equation in
  leading order (LO) and next to leading order (NLO) at small-x",0.7380952380952381
0708.3749,0708.3751,Berry's phase,Errors and paradoxes in quantum mechanics,0.7368421052631579
0708.3744,0708.3749,The Aharonov-Casher effect,Berry's phase,0.7368421052631579
0710.2752,0710.2757,"Future plan for observation of cosmic gamma rays in the 100 TeV energy
  region with the Tibet air shower array : simulation and sensitivity","Future plan for observation of cosmic gamma rays in the 100 TeV energy
  region with the Tibet air shower array : physics goal and overview",0.7307692307692307
0704.2659,0705.3099,"Minimum Expected Distortion in Gaussian Layered Broadcast Coding with
  Successive Refinement","Distortion Minimization in Gaussian Layered Broadcast Coding with
  Successive Refinement",0.73
0708.1644,0708.3473,"Ricci curvature and geodesic flows stability in Riemannian twisted flux
  tubes",Geodesic plasma flows instabilities of Riemann twisted solar loops,0.7297297297297297
0708.0877,0708.1624,"A Portal Analysis for the Design of a Collaborative Research Environment
  for Students and Supervisors (CRESS) within the CSCR Domain","Designing a Collaborative Research Environment for Students and their
  Supervisors (CRESS)",0.7297297297297297
0707.0391,0710.0557,"On the $L^2$-boundedness of pseudo-differential operators and their
  commutators with symbols in $\\alpha$-modulation spaces","Trace ideals for pseudo-differential operators and their commutators
  with symbols in $\\alpha$-modulation spaces",0.7272727272727273
0705.0738,0705.1036,The Optimization of a Novel Prismatic Drive,Strategies for the Design of a Slide-o-Cam Transmission,0.7272727272727273
0706.1204,0708.0409,"Analytical Form of Current-Voltage Characteristic of a Parallel-Plane
  Ionization Chamber","Analytical form of current-voltage characteristic of parallel-plane,
  cylindrical and spherical ionization chambers with homogeneous ionization",0.725
0704.0140,0709.0163,Entanglement entropy of two-dimensional Anti-de Sitter black holes,Induced gravity and entanglement entropy of 2D black holes,0.7241379310344828
0705.1215,0705.1218,Kinematic Calibration of the Orthoglide-Type Mechanisms,Calibration of quasi-isotropic parallel kinematic Machines: Orthoglide,0.72
0706.0797,0709.4608,An Exceptional VHE Gamma-Ray Flare of PKS 2155-304,A Spectacular VHE Gamma-Ray Outburst from PKS 2155-304 in 2006,0.7156862745098039
0707.1379,0708.0510,"Streamwise evolution of the entrainment in a steady two-dimensional
  bluff-body wake","Transient and asymptotic behaviour of small three-dimensional
  perturbations applied to a growing wake",0.7142857142857143
